specimen_key,dataset_id,dataset_version,specimen_id,capture_group_id,author_cai_mpa,label_source_path,label_source_sheet,label_source_cell,label_source_sha256,label_source_dataset_version,cscan_source_path,cscan_source_sha256,cscan_panel_index,registered_cscan_crop_path,registered_cscan_crop_sha256,registered_cscan_height_px,registered_cscan_width_px,impacted_surface_path,surface_sha256,identity_status,p0r_roster_status,v2_member,split
yfxyg8jm46:c16-19,yfxyg8jm46,1,c16-19,cg_f2be8a451c99348d,247.9709323084748,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C82,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-19.jpg,37caa818c2f2f9a4dd6530f1d5d52e6a0c9243d3bdcd0f8194e2809865bc491b,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-19.png,02926e1a2086065bbde477e8a9648b6dae76784b5307b94a914f67b461546da2,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-19.png,cc2da79bbb8f1847ef637fa17b14aa3105d63eedd317919d3248f109a449c023,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
yfxyg8jm46:c16-2,yfxyg8jm46,1,c16-2,cg_e5f1d6cda94fffb6,245.7370244454288,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C65,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-2.jpg,3f4e5cc1000e73dc0ff11cb3c32bcec3af65c1713a3d6661774fd394a3038a8c,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-2.png,4ef844cacf0881b7baa28857561e932caf587c77bad92cfe117344ee8447b439,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-2.png,dd734eb44c1006512bc70964bc5714f0803897178387a6e74333e09de0b80f24,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-20,yfxyg8jm46,1,c16-20,cg_4b0a76b955d3af98,239.299129597809,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C83,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-20.jpg,3f18047b821458fc130d1eafae962b3c1951b8d7eddffc89364b065037b6eb7d,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-20.png,3a89fee1060e717b8d083495d99475e01282c925ec585eb324932a288ef72b44,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-20.png,26ebc0ef70cdca42762065b7befd66530f36bbea032a4f1aa6e213525a04895b,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-21,yfxyg8jm46,1,c16-21,cg_a9bd6ca9bdc223d8,207.7060610290256,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C84,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-21.jpg,9a86f6c1b4b41a066fb70f1d01f5377931725099d8f69e90343f27a70681a1a4,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-21.png,2a33de6535bcea8139af75e1d932b564496bea8ae7a60a925042af97fab45866,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-21.png,d0f9ee3fb29ffcd62f0f31aec5ec3ae9ed367305514b9e440e4a5a5f8ebf299b,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-22,yfxyg8jm46,1,c16-22,cg_ab99f29b7841149a,488.5845823451517,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C85,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-22.jpg,56c6d997dfa112a34e25a7420251ee5744b46e866f9a7b6b88978ab7518e578b,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-22.png,cd15770dfd23b510d697b86231567ef78744a8705f9202ad3216e37b893f9069,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-22.png,1c1e1f45c6c1631f87aff4334386d4703c9afbed08bc9eb5d4d15da1a5443d63,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-23,yfxyg8jm46,1,c16-23,cg_f5e55e9a56e24e6d,506.4261737050501,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C86,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-23.jpg,1a3d0dc1ca5dad8104b11829eb250735c07e5cf91dd246ab8fe83ae17bf6f265,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-23.png,0a42a67fab7ba25732dc6a5f61ed0291a514c0cfe1746c80f70e29be172224d7,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-23.png,47e67af061a3e2487695f38348e656ba5785f7b5ec27e73cef6b7904f34618bd,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
yfxyg8jm46:c16-24,yfxyg8jm46,1,c16-24,cg_354aea2e84731e86,523.4414354216926,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C87,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-24.jpg,daaecb15aec6bfcd44a93e0cc26b2c8e8e03391c6c359ffe6d76b503b2ecd74d,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-24.png,80b6ec326e5da4f3cd9adfb3a81414eae179cb23d8e2245c7efa0f53a31d50df,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-24.png,e0956152babf44f04a5a2715b4ec73696f4cfd29417c013c300cb82c04d75362,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
yfxyg8jm46:c16-25,yfxyg8jm46,1,c16-25,cg_b446712153ee09a9,199.5304815742978,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C100,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-25.jpg,c3e8683fdb68ab92417cd8e07c93777156d9177752378e6c5ba4fcf22a0b654f,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-25.png,5c5f428467e2fa06452fc334d3e5de7693153f3fb0037793f8b501987369d01a,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-25.png,4adc03f95935ad77a22281d2c69c64b46eec87d27e7aa3142852dff7407defb1,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-26,yfxyg8jm46,1,c16-26,cg_ae649a082db78cdf,200.6218680217481,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C101,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-26.jpg,24c33ed2a68ee680341f54c7e77e55cd8d1a96e4509e3950531121198ec3f8d7,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-26.png,25f0ae7b0b338ad998f9d17b06d2dfd7ef04db73ef424877977557932bf98ca9,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-26.png,bee05b174ada604f517b1839e234d1acac628323012c01acd6fe884d621d2742,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
yfxyg8jm46:c16-27,yfxyg8jm46,1,c16-27,cg_b48b43421997cf47,227.7041377122858,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C102,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-27.jpg,0c69366d3594ac320cec9deeaba49f507373f973a38228246b4bf3e2a17a3e4d,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-27.png,537b16e18abd2b18fbfbed561e9fdbc7ebd4919300c25e2daf2195f1879535c4,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-27.png,ec0e767e00c57a453aad175d225b74bbe8d1a93c7e034244a4da49ab3a60c9a0,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-28,yfxyg8jm46,1,c16-28,cg_aa4fe5a66c1a7cbc,493.404199736991,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C103,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-28.jpg,a76eda01f535aaefb30ce300221d7d5577518de394b4bdc70fdb13ebc19e3835,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-28.png,a67890418c3d9a8069bed002e1cf0a23d6dc5dfc61d1c63adbc2e5c859256927,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-28.png,2279061c6e4dcc90a31b1fed4eb21d04870fe34929c27244facbdee656297cf0,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
yfxyg8jm46:c16-29,yfxyg8jm46,1,c16-29,cg_d085ebc6afab6fc1,477.1101445717875,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C104,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-29.jpg,bfe27d7bcfa77dcbad6e586d0f457a1bb8fcacbf8266c2f12ac1b290a4122bf3,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-29.png,14c8178460979970b8a0d499642d24bacbe3e4d14bfc43780ad61005da706264,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-29.png,0710bdbcac3881f5eb595602e42a29bdb863fcadedcfcc3ce45e8d4687261de1,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-3,yfxyg8jm46,1,c16-3,cg_365b15d46b3bc5a9,192.2321834936029,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C66,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-3.jpg,89bc206e80937775015efda06aa7d45538eecbe88f0c775d41888dc98af7ad76,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-3.png,c2c0c3fdd79f8ca3bacebfbdf54f766d13405ad4d14a26263103d333b1a19733,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-3.png,32847e762fe566b76c4473fc3e8b51d75633851de024caa56edb2ec5c842e315,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-30,yfxyg8jm46,1,c16-30,cg_9ecd8f06026722c0,508.9774230930134,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C105,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-30.jpg,28c6238db2dfa1ca7575fcabf13b11999f354e8da1d432ad1887c750cf18d27e,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-30.png,e5712cc7ed915061d9777a86ca5516cf7b22e650941e4df635f5decd1575b258,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-30.png,3329818ad7e991939ea1a504e7c952668cf028c90c9ac2031c1840e7b9a277b2,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
yfxyg8jm46:c16-32,yfxyg8jm46,1,c16-32,cg_1faa0f56583da058,212.3377100634028,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C202,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-32.jpg,db100289690bbefa97bc62032d28fbfbff7ab185f3af3943b27669c547e3a678,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-32.png,b7f39ced102ba0f3f9455a377afa609743448820daac6301a12b6f8dc4104cc5,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-32.png,d2c262d072da1fa9ad522b9e81537faf67694cc5174daa3cb980c5d3058152f5,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
yfxyg8jm46:c16-33,yfxyg8jm46,1,c16-33,cg_0eee2b99193cbaf3,186.5073654443543,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C203,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-33.jpg,c41404bb33a1ae227fc41a0e264c4f942939195040bccac889591ed42c2a994b,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-33.png,04fda979180503f84bcff6f621bddbeafb37c2bbc36592beea87e20d415bc0b3,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-33.png,049334be25a0344ac0b4eec1d6fe7f722ab489d40c6c36ea9081ef646b414e6d,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-34,yfxyg8jm46,1,c16-34,cg_54117e0fb7aa13a1,195.424265687138,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C204,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-34.jpg,68ed3fc24fa01fae8a8b1acd5695ef7608a896a3029ff81670a5e20bb9bf4a67,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-34.png,4e99988b7f6cb0edcb75e297d1e02881d3703e0790f641e186635458af8c1626,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-34.png,a3f2a1f2144ef30c64c2f42da36130b3ced24ef79bae9f9466b5d800c90699d4,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
yfxyg8jm46:c16-35,yfxyg8jm46,1,c16-35,cg_3fa684f0752095da,238.6599429121084,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C205,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-35.jpg,f99043e887a6042298972da9e4df22d3c19daa05fbd198d0f831ac4e6c17f636,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-35.png,84cb4b644cc50d5792220749e8e9c21d1aff6720dba4862b3b0d27f314c9feaa,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-35.png,1786d6705cc45c5a8c6a8f5b542fa72104f5926f74c611a6dcf47f12b61039e9,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TEST
yfxyg8jm46:c16-36,yfxyg8jm46,1,c16-36,cg_4e315e32d98d4717,273.3928263897496,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C206,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-36.jpg,dfedd1ce0b96b595ddf93b9ad07194440645ecb8ee2317b036c44c6054a7aca1,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-36.png,231f8f740eaab04d43449eb82e2bb4469d8b0cb3be30d716b340d6bcac70c7ec,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-36.png,84c40a1adbf48f7a82f344dbef02b6a8b4ff42fe044c7224495ad8a870b51fe5,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-37,yfxyg8jm46,1,c16-37,cg_e64b483cd22dfdbe,293.1596091400093,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C207,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-37.jpg,a93bcdfc30c9d7e76547aab2cd0f1f73d9f367d661fb024c66042ca05270d9a5,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-37.png,46e87c0a1acc3a3f4ce96d84a1be257eaad3eaa9a1cab199494436dcd8e64947,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-37.png,90ffd3e3ea68b9f6e9d7e2bc5babbab2602745116970f418102a523ee1fc68fc,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-38,yfxyg8jm46,1,c16-38,cg_49a8729e5e33e69f,373.5970329249062,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C220,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-38.jpg,bc728abb6ecda70a09840464e98c1ce9d22d54bc2ee080d1d9bdef29a562ce49,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-38.png,2d8b5fc2f185c91555dd8dda33c9fed0b89b12463ec07f9101343470466ef45d,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-38.png,d0655d09fac4977cfdeb34cdd3b625260796260854931dc420bfa4c61bef9f36,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TEST
yfxyg8jm46:c16-39,yfxyg8jm46,1,c16-39,cg_514ca9d914207c05,234.7633907953521,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C221,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-39.jpg,533d270ace0d05d096e7c604e88089084743f18447b398108bf79e9937006d7f,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-39.png,ee54cfb3f95cf265353d179ae1d200123aa847b08dea9cf40377b5f215046c51,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-39.png,729ccf79220afea93eaabe908d9ffff9e59f91cd9c533076c71423c0c5eaa3bd,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
yfxyg8jm46:c16-4,yfxyg8jm46,1,c16-4,cg_b9476e7a1d3fb929,210.8622511035189,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C67,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-4.jpg,28dc458f5aab5f34490edaf1b3037fbd520663aef3a73fef959fd23a46aebe0d,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-4.png,b549de38a94eaf9c48cecbacfea09a1ff6972566103af3bd81800f8a144ede67,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-4.png,d1019b40797b6f735605addd02216864f4483465ae5686d0f0adaa219a5c49d4,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
yfxyg8jm46:c16-40,yfxyg8jm46,1,c16-40,cg_2ebe4aebb2175329,475.0516502398848,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C222,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-40.jpg,bf57aa63e115fb75e0454196c4bb60ebe06c3c0ebef51089ec81029d30602d43,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-40.png,5690d754952c7f754f4908a4bb35db94b8205abc66406acfae69e998197de1ef,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-40.png,16f30b5a7397f68cfcd966d7c784ecf5838e28dbb4f3943f7065fe690c14ee5c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-41,yfxyg8jm46,1,c16-41,cg_6522dc02c83d172a,275.631321311672,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C223,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-41.jpg,8c1609013b3b5b741ec93afab25a7ed9ef2e3174388a60397404009d28f580a1,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-41.png,830df6c4ec123e80ec9912768e4de28acce5d5a95ee8cbd7201ec4d54a8a0281,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-41.png,70b3a8a1e9fae5dc36e84dff56f38d0cd76e588a63a98f5765ccb2c682898286,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-42,yfxyg8jm46,1,c16-42,cg_cb9c6f640f08aee7,322.6684348584548,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C224,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-42.jpg,4aea6ff6a2436eabbfb7ab6d07b1293873ee87aa5b176a53b0c6ec7023fc16df,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-42.png,55a664176a681566cd6ee3cc7d098476fc292d9a1c00d8b514f0c266a1587156,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-42.png,c88f1c8265cd9295c636d77a55d108d561b4e73e7733bb1c9a815bb6a53b49e7,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,VALID
yfxyg8jm46:c16-43,yfxyg8jm46,1,c16-43,cg_1d554c668d98c3f0,238.6553352985904,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C225,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-43.jpg,9ced6b52bf31d72bf734dc3142f33c337b9fef271232c5318a8f095e7f7c27a1,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-43.png,ab4b436f092e45b7f7008460a41ca1fb5d1f8b9be072c5f5d065eaf9b1b1942f,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-43.png,7f7bf6dc7dacefe4c776a0a48606e23dd41911b93a91983bf03a75997acdbe48,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
yfxyg8jm46:c16-5,yfxyg8jm46,1,c16-5,cg_7f9fe4a18a151cd4,270.7127797317458,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C68,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-5.jpg,9f341b3fbee3eae6295bcf063fb3987590fca3280bb5688525c83573c0111b1b,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-5.png,ea20aebf2966b8722dddce6f6291a7dc95de1392fb0cfdeed7770f40e08db42a,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-5.png,d3d0c600f5bbb9936653b14a648441e15f69164e2dfdf95e90a9fbcc11f0497c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,VALID
yfxyg8jm46:c16-6,yfxyg8jm46,1,c16-6,cg_0843879aa26d9903,219.6837994342798,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C69,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/yfxyg8jm46/v1/internal damage/c16-6.jpg,a58c531ba80f9aefdb5e369352a5d0dd4361d6f298a1de667a73ddc675c79047,0,data/public/hasebe/processed/yfxyg8jm46/internal_cscan/c16-6.png,bcd4696ecaf38bf038fd6ec3e73f4850d7c9e89133245bd9d0cbc354b8b98900,674,675,data/public/hasebe/raw/yfxyg8jm46/v1/impacted surface image/c16-6.png,abf9cfc0ffa04e3db55aa056943d051f05d2d00582e5b866161252fa328d2810,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
